temp,voltage,current,mileage,fault_code
44.30562053978634,412.33362948475036,37.3680220321577,10024.195410243208,0
36.81161996863704,415.94070972693,67.63035306135082,15418.30069346352,0
54.56088615794929,369.00342749709233,46.88678217487734,9061.450307301046,0
40.273807930575686,394.34983824489973,45.68682356430873,8029.884157977214,0
41.96265475104561,408.5099813687565,39.16191485822187,9074.754832095468,0
48.59566909843349,426.56526758432125,48.08184066334659,10886.229841238906,0
42.91802145413002,406.8296696151224,38.222257630489864,14257.41353960585,1
34.23970468302646,398.2774390062374,29.04893871429925,8547.741679867424,0
40.65701435804208,397.43294045132666,58.1502973267685,10383.095064437106,0
41.37471861334571,395.6398571023828,49.440027900752334,15515.934671558898,1
32.917660468870004,416.94720710318927,36.471811865277225,12650.61479252175,1
36.195626250177625,370.27597696047434,33.162766835827966,13794.82080068855,0
52.026853756582184,370.8480328388796,34.996256360679105,10530.172258668854,0
43.39724240856495,367.05083633556296,35.46452620233262,9639.638551239397,0
35.1216461336961,393.9114544572214,40.45017579918763,11961.012059348132,0
41.317767003870415,407.5263348107603,49.71019453440872,8525.148000838628,0
38.28130289491564,413.2192094293631,31.948078706235606,9405.899166034964,0
45.19418476914953,412.62837838768775,37.689509556716416,9473.275806800099,0
42.21531697720519,387.051562304511,63.17803826715265,11666.650373286648,0
43.13336715276947,384.0262776715479,67.27238707515502,12952.126844695287,0
46.806753488269564,402.68287065820084,54.692268767139836,12659.236987852528,0
30.99610130207376,439.112281415589,50.59388020424571,11739.723259628592,0
37.593692942712906,406.0100241239502,62.594093171348675,13609.800161253597,0
41.5647129743766,388.4559469217632,38.612942185920076,10360.728150397856,0
38.39036516109965,390.88609241947046,40.29376017995299,13561.135710935581,0
42.435330862474956,412.88870761015266,47.13388835509748,9286.557059971605,0
41.66226476291586,401.3262613572145,50.01547001817971,14297.645622174143,0
41.91491406263677,386.2708835631092,44.54734410385884,10677.902683298298,0
33.91970827443979,386.07855628825564,44.55762152230808,15576.13851118384,1
44.68004268379383,392.13804717822256,33.30653086502099,11617.736559450996,0
43.37148249415809,405.22211179837444,47.585245419782076,13703.927499536678,0
38.643947097498064,394.6605972384137,36.575252799601316,12540.971448305727,0
37.802126936586205,399.0124351110446,42.4286685846282,14734.843597122674,0
39.1285024091159,366.5120081173499,45.53761111643599,11529.33078989309,1
45.84304181989208,419.73778877252875,48.22996351553754,15820.386501388464,0
32.78047094506951,372.74814441136004,57.175680082375706,16037.012437620955,0
45.91529997015374,383.9684171243051,37.65751105663733,13181.979669930255,0
29.34035388473106,404.9489158411495,27.297662615267207,8252.757682833093,0
40.57701406042352,403.84558015902957,46.14218438733589,12275.40752043536,0
36.35487259017367,379.2993414154198,53.87413144187737,15454.260277777697,0
39.836607363630606,390.4260126719643,44.77926592592048,15841.684807499303,0
41.09610808352783,364.04303200663463,49.11689360463136,14468.810913807594,0
39.879009363722524,398.2772706787669,61.33124453214889,13433.80159656555,0
36.90613007803792,411.1721657604516,63.64011201612963,15845.939093233748,0
35.00052411827698,383.5095360564189,51.86326794471986,12038.032102979927,0
37.779652207717476,434.7119533827906,36.94485540244744,13083.854863360095,0
41.41510930759511,375.83879483909095,50.534521650997576,14671.025831762945,0
34.276666193403635,382.1656436091866,56.62512909889589,9422.807256390832,0
39.88070084731606,366.5918085645549,55.38258365283308,6894.972551494544,0
38.39781756024628,407.6786925471195,40.40014937179093,14344.42083493428,0
37.71097648694395,419.13791519955976,58.56162191888642,8785.826811984078,0
38.119265445071456,436.3169502143696,47.28175206169316,9090.346585157678,0
39.9315197800434,440.3249355005291,52.87158582382422,16137.193303366446,0
43.70451030076965,402.24141711809705,67.1267078729648,14112.477636282309,0
39.50511592004048,396.6106442157968,71.92184342317485,9649.804545748699,0
37.54820019342326,394.731685004655,42.993344540346826,17983.15901834832,0
36.571488433525715,404.94867304807406,46.16307614908613,11454.300317962117,0
47.395090096012446,430.97369182769165,33.09299748233187,12219.954412403378,0
40.82529260156455,407.69524671457077,60.46040184455552,12010.946124324806,0
45.08724342366982,452.1652888804137,44.400264552977205,11864.974285540326,0
34.060782884745166,431.5390278079981,57.1312013323276,13206.98945427142,0
44.34332426970989,426.6193354239222,31.92702740915604,11580.119168315943,0
39.872296197437244,377.25649732599925,48.0494076171033,13230.059597562975,0
38.00873367426304,416.2604772418251,38.11993614846858,14657.057741819506,0
34.806286991172854,401.90849375831715,38.923520636345835,10530.712184840537,0
49.833579831113376,382.08448471712154,64.33508441404196,7592.786246176399,0
38.83055978798741,382.6027446376864,43.74058923542588,12982.987673331447,0
37.850174470010664,408.728959988176,44.62848887223516,15624.777779230966,0
30.826554341728812,411.55095817771326,63.997992599573294,6664.558752115787,0
35.29416908032068,395.8799592322755,51.47629088661553,16383.785917073568,0
30.834572403414022,379.2752338846544,46.31274509066912,5814.546207141308,0
41.266569511087276,418.0034705511015,42.76842244277137,15404.592293587079,0
28.964998872117516,404.5697456981337,49.4681065021145,12199.054328038883,0
39.628507904950894,416.51641491568284,43.91933469172714,5950.8461400967635,0
48.173429433696526,414.13280591077,41.10891800438419,10304.554276672767,0
47.3494946246135,394.057885639359,49.95908305545488,13629.270413702678,0
36.08412674736273,393.94412613223784,49.74345397385336,8396.505170822038,0
42.68016754665339,401.7756582082825,48.318522038158584,7886.81858373455,0
39.911411034126,388.5747107234207,54.90200427119175,12000.234141170547,0
47.193575539145414,394.43118498050126,50.24976075556338,13673.918336808289,0
34.52231099150438,386.7941963705248,73.09249823229304,10382.445886018442,0
35.827462596356156,426.5121912536988,71.08591088000892,7937.303820010692,0
40.43312055511052,395.50383051121344,42.75772552314586,10846.569364296385,0
37.54069233527454,432.79083300450094,57.24244736513815,13188.53096404076,0
43.136409017172205,398.4619920616892,35.56695512824937,16620.585428706632,1
39.25826794396412,419.3637282307256,55.93751076989755,11121.529731680937,1
42.94998142573856,368.00672883163554,52.677932171568614,13471.453286042572,1
32.76684160747698,401.4373213026627,68.77418753768129,15750.631958503627,0
47.39608891868817,392.55625212285054,46.42377265467385,13010.172875726052,1
43.93196876498143,366.927616536746,42.03250917710084,6111.700460332284,0
35.69345606486445,402.6280984155102,42.89802228625753,11412.141013447741,0
27.197973140481032,387.0098651766693,58.27065653363685,12517.088019062838,0
37.590862612137705,416.0918906486983,51.16489186669858,18004.210834649362,0
31.524189181062127,379.8442772175366,32.28660142651731,13282.655932762831,0
42.998876348703774,377.1047275713661,60.22000545023941,10942.017417912033,0
39.63622643831484,399.11534101760026,58.47428741400598,12833.199179611423,0
35.74543056354047,437.75921098237797,50.23999925007463,12929.987112630959,0
42.042563158488804,398.40095227677216,51.34975219194416,13433.816306108329,0
40.323022797451536,406.1926317204503,29.623297942781623,13596.873903669935,0
40.38232237992896,383.8034750154303,39.9771181480356,6749.267295732841,0
30.514078217157262,387.60285651443616,53.025538870776295,11701.161955029946,0
38.70440815650404,404.8571736445586,56.342938423354845,10676.092114885101,0
28.502218892125647,368.96283449330684,56.45156799834368,4523.431823340601,0
39.513002789015474,400.17729296951,54.352673477620094,10025.275869674606,0
43.487791546151804,397.584514823651,62.4644723516315,11622.32468073022,0
48.44992426031838,385.9285486443111,57.22572201554954,12851.466947095216,0
38.08162071073641,408.2201243206535,55.821349815738024,11077.733008906478,0
47.78740124072627,400.856083290719,46.866726935240635,11741.388465632313,1
37.16368218428788,396.37473825987144,39.74226836995324,8349.873417232488,0
38.165495719110694,415.12834297214476,57.15832049378663,10560.536192565865,1
39.47764884376305,359.0740572071693,65.32236480102351,12724.72230548356,0
43.761140827224764,392.63468115935325,75.52890712121078,15233.015831761119,0
37.32841082974035,426.2282534157716,59.880437358707205,17970.506374649456,0
39.935871859535816,414.7500684865083,43.260747280952074,12863.654681479129,0
39.119234099987615,381.4840645627697,45.279924079901036,15065.251206325234,0
37.76799970965093,420.6066470066652,57.62911520141701,11468.04982384912,0
39.969423939823045,376.58909875883865,59.32797790848639,21537.122669000702,0
48.90456034069943,386.75599207714015,46.5384066866766,18706.9090961418,1
33.585720813478645,384.9628289629523,50.623264000104435,7811.325264159641,0
44.63097009819172,407.66556831109335,58.46795871916224,9096.971709765496,0
40.83544869187639,383.9492384932998,48.112488015908646,11104.266164017372,0
38.273278741626406,406.1121972866941,58.672898387321624,2165.6084822479534,0
38.45476048735187,436.5930068246289,48.84927219247395,13598.61615382382,0
37.17460096020073,366.8674510478516,51.03446204371154,8326.94087575518,0
38.31463608714079,389.4864151320017,54.68191318298456,7297.77697700846,0
40.61853441981305,377.69946452968816,41.24629746711934,12766.129961705097,0
43.36899462486029,399.05832739422624,56.48040461596116,15047.731568093282,0
36.85148065308703,398.6412503357386,43.480055097959855,8354.491016220503,0
